Timestamp,Date_Of_Birth,Gender,Personality_Trait,Aptitude,Parents_Education,Family_Lifestyle,Address,Math,English,Bio,Chemistry,Physics,ICT,Business,if_HS_Student,Study_Method,Study_Habit,English_Proficiency,IELTS_Score,Favorite_Subject,Career_Interest,Extracurricular,Achievements,Study_Country,Chosen_University,Influence
2025/10/01 12:44:52 PM GMT+6:30,26/10/2007,Female,ESTP,4–6 → Medium aptitude,Non-Graduate,Comfortable / Above average,mandalay,52,56,80,86,45,63,92,yes,Self-study,Less than 1 hour,Intermediate,0,Business,Business,Debate / Public Speaking,Debate / Public Speaking awards,UK,Cambridge,Personal interest / passion
2025/10/01 12:45:31 PM GMT+6:30,05/12/2000,Male,ESTJ,4–6 → Medium aptitude,Graduate,Moderate / Average,Mandalay,60,70,60,60,70,0,0,no,Tuition / Extra Classes,1–2 hours,Intermediate,0,English,IT,Debate / Public Speaking;Student Council / Leadership Roles,Debate / Public Speaking awards;Student Council / Leadership role,UK,University of Greenwich,Personal interest / passion
2025/10/01 12:45:57 PM GMT+6:30,13/07/2006,Female,ISFJ,7–8 → High aptitude,Non-Graduate,Moderate / Average,Mandalay,97,78,88,67,88,78,83,no,Group study,3–4 hours,Advanced,0,Chemistry,Medicine,Debate / Public Speaking;Student Council / Leadership Roles;DIY projects,Debate / Public Speaking awards;DIY / Project recognition,UK,UCL,Personal interest / passion
2025/10/01 12:46:02 PM GMT+6:30,14/07/2008,Female,INTJ,7–8 → High aptitude,Graduate,Moderate / Average,Mandalay,97,95,0,0,0,0,0,yes,Self-study,2–3 hours,Intermediate,0,English,Business,DIY projects,Debate / Public Speaking awards;DIY / Project recognition,UK,,Personal interest / passion
2025/10/01 12:47:21 PM GMT+6:30,29/09/2002,Male,INTP,9–10 → Exceptional aptitude,Graduate,Comfortable / Above average,Singapore,99,80,70,66,90,90,80,no,Self-study,3–4 hours,Advanced,9,Science,Medicine,Student Council / Leadership Roles,Student Council / Leadership role,Singapore,National University of Singapore ,Personal interest / passion
2025/10/01 12:49:07 PM GMT+6:30,16/05/2008,Male,INTJ,4–6 → Medium aptitude,Graduate,Comfortable / Above average,Mandalay ,81,78,67,64,83,0,0,yes,Self-study,1–2 hours,Intermediate,0,Math,Engineering,Debate / Public Speaking;Building miniatures / models,Other (please specify),UK;Thailand,,Personal interest / passion
2025/10/01 1:46:48 PM GMT+6:30,16/07/2025,Female,INFP,7–8 → High aptitude,Graduate,Comfortable / Above average,gpis,79,78,0,0,0,80,80,yes,Self-study,1–2 hours,Intermediate,0,Business,Business,DIY projects,Other (please specify),UK,,Personal interest / passion
2025/10/01 1:50:24 PM GMT+6:30,25/12/2010,Male,INTJ,9–10 → Exceptional aptitude,Graduate,Moderate / Average,Kalay(LCEC-K12 Faithprep Academy),84,73,0,0,0,97,0,no,Self-study,3–4 hours,Intermediate,0,Business,IT,Debate / Public Speaking;Student Council / Leadership Roles;Programming / coding clubs;DIY projects,Student Council / Leadership role;Science fair / Olympiad prize;Other (please specify),Thailand,,Family influence / parental guidance
2025/10/01 1:57:57 PM GMT+6:30,05/03/2009,Male,ISFP,9–10 → Exceptional aptitude,Graduate,Comfortable / Above average,Mandalay,85,55,73,77,79,90,93,no,Self-study,1–2 hours,Intermediate,0,Math,Engineering,Hackathons / App development projects,Other (please specify),Singapore,,Previous academic performance / aptitude
2025/10/01 2:00:07 PM GMT+6:30,02/02/1992,Female,ISTJ,9–10 → Exceptional aptitude,Graduate,Moderate / Average,Taunggyi,87,75,76,84,84,0,0,no,Tuition / Extra Classes,3–4 hours,Intermediate,6,Science,Medicine,DIY projects,Other (please specify),Thailand,Khon Kaen University ,Teachers / mentors
2025/10/01 2:03:23 PM GMT+6:30,03/10/2009,Male,INTJ,4–6 → Medium aptitude,Graduate,Moderate / Average,USM,75,80,60,70,70,70,0,no,Self-study,1–2 hours,Intermediate,6,Math,Engineering,Building miniatures / models,Model building recognition,Canada,UBC,Personal interest / passion
2025/10/01 2:05:24 PM GMT+6:30,08/04/2008,Male,INTJ,9–10 → Exceptional aptitude,Graduate,Comfortable / Above average,Mandalay,75,80,0,0,0,85,75,yes,Self-study,1–2 hours,Intermediate,5.5,Business,Business,Debate / Public Speaking;Student Council / Leadership Roles,Debate / Public Speaking awards;Student Council / Leadership role;Other (please specify),UK;Singapore,,Personal interest / passion
2025/10/01 2:08:55 PM GMT+6:30,31/12/2010,Female,INFJ,4–6 → Medium aptitude,Graduate,Moderate / Average,Mandalay,85,86,0,0,0,55,0,yes,Self-study,3–4 hours,Intermediate,0,Business,Medicine,DIY projects;Building miniatures / models,DIY / Project recognition;Model building recognition,UK;USA;Canada;Thailand,not yet,Family influence / parental guidance
2025/10/01 3:08:34 PM GMT+6:30,03/08/2009,Female,ENTP,7–8 → High aptitude,Graduate,Limited / Basic,Mandalay,62,73,88,77,67,79,80,yes,Self-study,1–2 hours,Intermediate,0,English,Medicine,"Volunteering at hospitals, clinics, or NGOs",Other (please specify),Canada;Singapore,NUS,Student
2025/10/01 3:47:35 PM GMT+6:30,03/07/1998,Female,ISFJ,9–10 → Exceptional aptitude,Non-Graduate,Moderate / Average,Yangon,85,73,86,81,77,0,0,no,Tuition / Extra Classes,1–2 hours,Intermediate,0,English,IT,Programming / coding clubs;Hackathons / App development projects;DIY projects,Volunteering recognition;Programming / Coding award;Hackathon / App competition prize;DIY / Project recognition;Model building recognition,UK;Canada,-,Personal interest / passion
2025/10/01 3:50:04 PM GMT+6:30,17/10/1995,Female,ISFJ,9–10 → Exceptional aptitude,Non-Graduate,Comfortable / Above average,"Kyonmange, Wakema Township",70,50,0,69,62,0,79,no,Tuition / Extra Classes,3–4 hours,Intermediate,0,Math,IT,Programming / coding clubs;Hackathons / App development projects;DIY projects,Other (please specify),Canada;Singapore;Thailand,,Personal interest / passion
2025/10/01 5:18:08 PM GMT+6:30,06/09/2007,Male,INFP,9–10 → Exceptional aptitude,Graduate,Limited / Basic,Mandalay ,98,95,0,0,94,96,98,yes,Self-study,1–2 hours,Intermediate,0,ICT,IT,Debate / Public Speaking,Other (please specify),UK,Not UK Acutally ,Job availability / employment prospects
2025/10/01 5:41:54 PM GMT+6:30,27/11/2008,Female,ENFJ,7–8 → High aptitude,Graduate,Moderate / Average,"thaton ,mon state",65,75,60,89,70,70,85,yes,Self-study,2–3 hours,Intermediate,0,English,Engineering,Programming / coding clubs;DIY projects,Other (please specify),UK;Canada;Singapore,"NUS, and middlex",Family influence / parental guidance
2025/10/01 6:15:43 PM GMT+6:30,03/01/2010,Male,ISTP,9–10 → Exceptional aptitude,Graduate,Moderate / Average,Monywa,88,80,78,85,70,90,0,yes,Self-study,1–2 hours,Advanced,0,Science,Medicine,Debate / Public Speaking;Student Council / Leadership Roles;DIY projects,Student Council / Leadership role,Singapore,,Previous academic performance / aptitude
2025/10/01 6:31:33 PM GMT+6:30,07/09/2007,Female,INFJ,9–10 → Exceptional aptitude,Graduate,Comfortable / Above average,Yangon(I am an online student.),88,93,99,96,99,95,0,yes,Self-study,1–2 hours,Intermediate,0,Physics,IT,Science clubs;DIY projects,Other (please specify),Canada;Singapore,,"Sir, I don’t have average marks from high school. They are from my Pre-IG final test because our school didn’t provide us with an average.I hope this information will be helpful. Thank you."
2025/10/01 7:43:12 PM GMT+6:30,18/01/2011,Male,INTP,9–10 → Exceptional aptitude,Graduate,Moderate / Average,Mandalay,90,85,0,0,0,0,0,no,Self-study,1–2 hours,Intermediate,0,Science,Business,Science clubs;Programming / coding clubs;Hackathons / App development projects,Science fair / Olympiad prize;Programming / Coding award;Hackathon / App competition prize,UK;USA,I would like to attend a university that may help me to be a scientist ,Personal interest / passion
2025/10/01 8:50:08 PM GMT+6:30,10/08/2007,Male,ESTJ,9–10 → Exceptional aptitude,Graduate,Comfortable / Above average,Mandalay,90,93,0,0,0,0,0,yes,Self-study,2–3 hours,Intermediate,0,Math,Business,Debate / Public Speaking;Science clubs,Debate / Public Speaking awards;Other (please specify),UK;USA,,Personal interest / passion
2025/10/01 8:56:41 PM GMT+6:30,01/10/2025,Female,ISFP,4–6 → Medium aptitude,Graduate,Moderate / Average,Yadanabon university ,52,58,73,61,56,0,0,no,Self-study,1–2 hours,Beginner,0,English,Business,Debate / Public Speaking,Debate / Public Speaking awards,UK,,Personal interest / passion
2025/10/01 9:38:54 PM GMT+6:30,01/07/2008,Female,ISTJ,7–8 → High aptitude,Graduate,Moderate / Average,yangon,85,70,85,75,90,90,0,yes,Self-study,3–4 hours,Advanced,0,Science,Medicine,Debate / Public Speaking;Student Council / Leadership Roles;Programming / coding clubs,Debate / Public Speaking awards;Student Council / Leadership role;Science fair / Olympiad prize,UK,NUMed,Personal interest / passion
2025/10/01 10:27:52 PM GMT+6:30,13/07/2009,Female,ISTJ,9–10 → Exceptional aptitude,Graduate,Moderate / Average,Mandalay,92,84,88,92,81,95,83,yes,Self-study,1–2 hours,Beginner,0,Math,Business,DIY projects,Other (please specify),Singapore,,Personal interest / passion
2025/10/02 9:39:44 AM GMT+6:30,16/10/2008,Male,ESFJ,7–8 → High aptitude,Graduate,Moderate / Average,Mandalay ,70,70,80,80,80,80,0,yes,Self-study,1–2 hours,Intermediate,0,ICT,IT,Programming / coding clubs;Hackathons / App development projects,Other (please specify),USA;Canada;Singapore,,Personal interest / passion
2025/10/02 10:20:32 AM GMT+6:30,24/07/2009,Male,ENTJ,9–10 → Exceptional aptitude,Graduate,Moderate / Average,Pyin Oo Lwin,98,94,0,0,0,0,0,no,Self-study,More than 4 hours,Intermediate,0,Math,Engineering,Debate / Public Speaking;DIY projects,Other (please specify),UK;USA;Canada,UK,Personal interest / passion
2025/10/02 10:23:13 AM GMT+6:30,07/03/2011,Male,ISFJ,7–8 → High aptitude,Graduate,Moderate / Average,"GIC,Mandalay",96,98,87,96,95,99,0,yes,Group study,3–4 hours,Intermediate,6.5,ICT,Engineering,Building miniatures / models,Other (please specify),USA,European Flight Academy,Aviation
2025/10/02 10:29:02 AM GMT+6:30,24/07/2009,Male,ENTJ,9–10 → Exceptional aptitude,Graduate,Moderate / Average,Pyin Oo Lwin,98,96,0,0,0,0,0,yes,Self-study,More than 4 hours,Intermediate,0,Math,Engineering,Debate / Public Speaking;DIY projects,Other (please specify),UK;USA;Canada,Oxford,Personal interest / passion
2025/10/02 10:29:37 AM GMT+6:30,16/01/2010,Male,INFJ,7–8 → High aptitude,Graduate,Comfortable / Above average,Singapore ,60,50,0,0,90,60,0,yes,Tuition / Extra Classes,1–2 hours,Intermediate,0,Physics,IT,Programming / coding clubs,Programming / Coding award,Singapore,,Family influence / parental guidance
2025/10/02 10:30:25 AM GMT+6:30,23/05/2009,Male,ENTP,4–6 → Medium aptitude,Non-Graduate,Moderate / Average,GIC ,93,98,97,95,96,90,0,yes,Self-study,Less than 1 hour,Intermediate,0,Physics,Engineering,"Debate / Public Speaking;Volunteering at hospitals, clinics, or NGOs;Science clubs",Debate / Public Speaking awards;Science fair / Olympiad prize;Other (please specify),Canada,University of Waterloo,"To achieve my passions and goals.Plus,I’m into it."
2025/10/02 10:31:15 AM GMT+6:30,06/10/2008,Male,ISTJ,9–10 → Exceptional aptitude,Graduate,Moderate / Average,Have attended in VEC. Attending Currently in GIC.,92,78,93,99,85,87,0,yes,Self-study,2–3 hours,Intermediate,0,Math,Engineering,Student Council / Leadership Roles,Student Council / Leadership role,Singapore,Polytechnic,Personal interest / passion
2025/10/02 10:31:42 AM GMT+6:30,05/09/2008,Female,ESFJ,0–3 → Low aptitude,Non-Graduate,Comfortable / Above average,mdy ,40,90,90,80,80,40,0,yes,Self-study,Less than 1 hour,Intermediate,0,Physics,Business,DIY projects,Debate / Public Speaking awards;Student Council / Leadership role;Volunteering recognition;DIY / Project recognition,UK,Cambridge,Family influence / parental guidance
2025/10/02 10:32:39 AM GMT+6:30,18/12/2009,Male,ESFJ,4–6 → Medium aptitude,Graduate,Moderate / Average,Not yet,76,65,85,77,66,65,0,no,Tuition / Extra Classes,1–2 hours,Intermediate,0,Math,Engineering,Science clubs,Programming / Coding award,USA;Canada;Thailand,Idk yet,Family influence / parental guidance
2025/10/02 10:34:55 AM GMT+6:30,19/06/2009,Female,INFJ,7–8 → High aptitude,Graduate,Moderate / Average,Mandalay,70,80,0,84,89,74,0,yes,Self-study,1–2 hours,Intermediate,0,English,Engineering,DIY projects;Building miniatures / models,Volunteering recognition;DIY / Project recognition;Model building recognition;Other (please specify),UK,Stanford University,Job availability / employment prospects
2025/10/02 10:35:32 AM GMT+6:30,31/12/2009,Female,ISTJ,4–6 → Medium aptitude,Graduate,Comfortable / Above average,Mandalay ,72.5,84,0,52,96,78,0,yes,Self-study,More than 4 hours,Intermediate,0,Math,Engineering,"Volunteering at hospitals, clinics, or NGOs",DIY / Project recognition,Canada,University of Winnipeg,Personal interest / passion
2025/10/02 10:36:29 AM GMT+6:30,02/02/2010,Female,ENFP,7–8 → High aptitude,Graduate,Moderate / Average,Mandalay,100,91,84,93,96,96,0,yes,Self-study,2–3 hours,Advanced,0,Math,IT,Debate / Public Speaking;Programming / coding clubs;Hackathons / App development projects;DIY projects;Building miniatures / models,Debate / Public Speaking awards;DIY / Project recognition;Other (please specify),UK;Canada;Singapore,,Personal interest / passion
2025/10/02 10:39:04 AM GMT+6:30,08/11/2008,Male,ESFJ,7–8 → High aptitude,Non-Graduate,Comfortable / Above average,Mandalay,85,90,80,86,89,95,0,yes,Self-study,1–2 hours,Intermediate,0,Science,IT,Debate / Public Speaking,Debate / Public Speaking awards,UK,universities of Manchester ,Personal interest / passion
2025/10/02 10:43:46 AM GMT+6:30,26/03/2009,Male,ISTJ,7–8 → High aptitude,Graduate,Moderate / Average,Mandalay ,75,90,0,80,92,84,0,yes,Tuition / Extra Classes,1–2 hours,Intermediate,0,English,Engineering,Building miniatures / models,Other (please specify),Singapore,,Personal interest / passion
2025/10/02 10:45:14 AM GMT+6:30,02/01/2010,Attack Helicopter,INFJ,9–10 → Exceptional aptitude,Graduate,Moderate / Average,Mandalay,100,98,0,94,96,90,0,yes,Self-study,2–3 hours,Intermediate,0,Science,Engineering,Debate / Public Speaking,Other (please specify),USA,,Personal interest / passion
2025/10/02 10:48:09 AM GMT+6:30,13/06/2008,Female,INFP,7–8 → High aptitude,Graduate,Comfortable / Above average,Mandalay ,84,64,99,97,98,83,0,yes,Self-study,2–3 hours,Intermediate,0,Science,Engineering,Building miniatures / models,Other (please specify),Thailand,,Teachers / mentors
2025/10/02 11:40:45 AM GMT+6:30,02/09/2024,Male,INFP,7–8 → High aptitude,Graduate,Moderate / Average,Mandalay,26,78,49,53,32,60,0,yes,Tuition / Extra Classes,2–3 hours,Intermediate,0,English,Business,Programming / coding clubs;Hackathons / App development projects;DIY projects,Other (please specify),USA;Canada;Singapore;Thailand,dartmouth,Teachers / mentors / Family influence / parental guidance / Job availability / employment prospects / Peer influence / friends
2025/10/02 4:05:05 PM GMT+6:30,26/08/2010,Female,INTP,7–8 → High aptitude,Graduate,Moderate / Average,Mandalay,96,66,0,82,100,90,0,yes,Self-study,1–2 hours,Intermediate,0,Math,Engineering,Debate / Public Speaking;DIY projects,Other (please specify),UK;Canada;Thailand,MIT/ Oxford ,Personal interest / passion
2025/10/02 4:24:20 PM GMT+6:30,30/12/2009,Female,ENFP,4–6 → Medium aptitude,Graduate,Comfortable / Above average,Myintnge,79,75,33,43,59,65,81,no,Tuition / Extra Classes,Less than 1 hour,Beginner,0,Business,Business,Debate / Public Speaking;DIY projects,DIY / Project recognition,UK;USA;Canada,Cambrige,Personal interest / passion
2025/10/02 5:49:01 PM GMT+6:30,05/09/2007,Male,INTJ,9–10 → Exceptional aptitude,Graduate,Limited / Basic,Mandalay ,85,80,0,0,0,0,0,yes,Self-study,2–3 hours,Intermediate,0,Physics,Engineering,Student Council / Leadership Roles;DIY projects,Student Council / Leadership role;DIY / Project recognition,UK;USA;Canada,University of Manchester ,Personal interest / passion
2025/10/02 8:30:48 PM GMT+6:30,02/02/2011,Male,ENTP,9–10 → Exceptional aptitude,Graduate,Comfortable / Above average,Mandalay,85,90,0,0,0,0,0,yes,Self-study,3–4 hours,Intermediate,0,Science,Engineering,Debate / Public Speaking;Student Council / Leadership Roles;Programming / coding clubs;DIY projects,Debate / Public Speaking awards;Student Council / Leadership role;Other (please specify),Singapore,Nang Yang,Job availability / employment prospects
2025/10/03 1:56:56 PM GMT+6:30,25/09/2008,Female,ENFP,9–10 → Exceptional aptitude,Graduate,Comfortable / Above average,Mandalay,90,75,0,0,0,88,92,no,Self-study,3–4 hours,Intermediate,0,Math,Business,Debate / Public Speaking;Student Council / Leadership Roles,Debate / Public Speaking awards,UK;Canada;Singapore,,Previous academic performance / aptitude
