Favorite_Subject,Math,Address,Hackathons / App development projects,English,Average_Score,Programming / coding clubs,Physics,Age_Group,Business,Chemistry,Building miniatures / models,Aptitude,ICT,Model building recognition,Other (please specify),Chosen_University,Debate / Public Speaking,Study_Country,Family_Lifestyle_Encoded,Bio,Personality_Trait,English_Proficiency,Programming / Coding award,IELTS_Score,DIY projects,Study_Habit,Parents_Education_Encoded,"Volunteering at hospitals, clinics, or NGOs",Gender,Career_Interest
3.03276925431137,97.33310733914685,27.093873624229627,0.0,95.29423311174783,94.91940989112182,0.0,96.20643012598684,0.958044917455562,99.87098303748245,5.516295116357369,0.030815857006597905,3.0741592513174116,99.97136478259898,0.0,0.9848371254653424,50.709512864678324,1.0384796026809258,4.645021214961703,0.0,0.0,8.786423503397101,2.064112574407125,0.002760825577977143,0.0,0.022032144870140706,0.0027107807815375737,0.9957716074768174,0.03858262381999762,0.9967327824924384,1
1.9789222736940453,67.36525154463689,57.70047772251255,0.030030787145669466,74.37437924736571,72.66373637655575,0.9559032520996142,72.2783658131444,1.0574383347787721,83.21483293366488,84.99191530458766,0.0,1.9641282067755512,70.45779272417927,0.02430569054128263,0.9668615544295778,31.68325047016259,0.010146465825422118,8.424591475910807,1.0558903257299992,66.8288249409875,0.41485249169514854,1.9597616616824611,0.022320307479829556,0.0,1.0093228495704514,0.920584658454489,0.9699108212390548,0.0,0.006394208535287691,3
5.849596691156382,87.47765429085854,29.36692224988285,0.0,82.16883989425479,80.1308688255075,0.0,65.4039692615171,0.0,0.0,88.16275879010453,0.011676310364192153,2.983302900396337,89.64891336962307,0.0,0.06291368517193749,104.55660996064836,0.9283214086906303,4.380535068908603,0.9420637178832528,82.002546447494,15.37879214340536,0.0,0.0,0.554251488132797,1.0041942455605875,0.0,1.0395921247920517,0.009842785357573445,0.9928690863057089,2
4.89446137782353,88.92953014274477,50.09350322977925,0.0,93.26434714658438,95.1418616310609,0.0,99.20348632170072,0.938273501369637,5.757690538614413,98.74711383049087,0.0,3.0221386113355515,95.82747408361702,0.01655946175605734,1.0127942782143637,100.48454009042888,0.02759391325865593,1.4350778741393544,2.0393003052481555,101.01404172783697,8.005307165453482,1.9685795064942155,0.016836126293679064,0.0,1.0550277937940673,0.0,0.9888815153122361,0.0,0.0,1
6.303122183015362,88.78146767641209,26.808697950222836,0.9689015507059194,83.6174583687673,87.10016911573956,1.0249060791466553,0.0,0.02783766930571788,3.2249798584227363,0.0,0.0,3.106839739568413,0.0,0.0,0.0,25.25378160532107,0.03494205819729357,13.51072629949335,0.9301894670112455,1.167528353329983,10.286650421968043,1.9709398512965286,1.0033012242349701,0.0,0.0,0.0,1.028822573098129,0.010700639131006384,0.9816888492671375,0
4.086896340951885,91.91452078852521,24.175026844722808,0.0,89.40531103028177,91.43455209802674,0.0,0.7980452200280482,0.9736586039653002,5.460503078566756,0.0,0.0,2.9171948364140916,6.850839991873632,0.04376598612208696,0.9517578314401327,97.73292997836937,0.9168559632910424,12.807610975420507,2.0807339966543323,0.0,6.371440827048209,1.9897797973274067,0.0,0.7481788197051619,0.010351565894882425,1.043562762903679,1.0743121862973757,0.0,1.11826401729602,0
2.179553920930984,49.615788837294616,45.426793618712054,0.0,58.8695042776694,58.701854188152815,0.04562646688588073,55.40013455443939,0.9345380669483518,0.0,56.089946172000445,0.0,0.9173841616631475,0.9917155125849421,0.0,0.0,102.8362366630383,1.017502954588118,6.35224949232106,1.0546209336421264,72.50214050117495,13.324080983538364,0.9538126637347875,0.0,0.0,0.0,0.0,0.9904854884876554,0.008181159702196048,0.028531938793870375,0
5.996482743169557,84.77423660447207,58.22814076440466,0.0,70.37077959132094,84.09399990973587,0.9682980984465457,89.65216064468926,0.9801198017482547,3.500612171710814,77.97255745189177,0.0,2.0207229032465235,97.61931453258082,0.005280687030433359,0.0,34.62531632315382,1.0095123761809235,6.150570910327287,0.9811734848361773,83.32507136118012,14.14440151182202,0.052197416734704565,0.005657294564543687,0.3186974951680799,0.0,1.8711681971030292,1.0071787473641365,0.06485338048938065,0.017203704264756037,2
3.91858512885485,91.33925509898252,26.159653830060595,0.0,85.69205453049753,87.80538243489463,0.0,81.89276545396875,0.9243401268487208,91.03177306645989,90.6770839119341,0.0,3.0052385445705276,95.7634689744159,0.0,1.0230428770968247,100.89917733762172,0.0,4.181921456345015,1.0524208533377195,90.52089044281749,13.556511228011278,1.0064966508544706,0.0,0.0,1.0680153712128504,0.06448659854127115,1.0563330471765808,0.027430630975941537,0.0,0
2.8870336583600333,69.8572008392587,24.32293940884833,1.00838376757731,70.60205871119302,76.23246456433168,0.9391853922110696,75.07850349816141,1.0127072019225138,0.0,79.55386143678865,0.0,2.031615418232549,83.65110806220481,0.0,0.8743053143330496,106.5078448938071,0.0974745637615216,19.426347592020406,1.0345244597820469,87.01647000743876,4.0152190423987,2.1348421086959437,0.0,0.0,0.009404798299044972,0.011373305415035718,0.9766351191235273,0.001216459953455969,1.0321989262447375,1
4.020843486150481,98.11775221882766,37.15891840105324,0.031226855996269298,93.04298861485597,95.64846665612617,0.027877124009295533,4.673087213079803,1.0454170394891324,0.0,0.0,0.015271305359798681,2.990676273470725,0.0,0.0,0.990786543273962,63.95222326385874,0.9458349029000325,13.56194801877152,1.011760967940845,0.0,2.7009028367213643,1.9977887432427748,0.0032111056027019995,1.0291469279348682,0.9697343687552944,4.174692172497704,0.9449017175148725,0.003279877531219288,0.9866428924265327,3
2.8304693317409586,97.02239665898418,11.457716968130617,0.0,99.07893445364418,92.8317276311825,0.020464603306293235,92.1888725011504,0.0,3.2163633241029266,99.56239560151506,0.9557733226676411,2.0727117658736227,99.3868480210843,0.0,0.9775263694523619,16.452906845699395,0.08986473876461712,19.198852299672986,0.9972149869987376,84.91309043908701,12.703390222847288,2.1402506277595092,0.01380689322597385,5.109331099769022,0.0,1.8863706562116176,0.9413612913960263,0.0,0.9827149113915723,3
4.0806126562472285,99.65641491644796,37.9312705856062,0.021671505515554666,93.09157707492861,96.34434421111528,0.053008384087940764,4.081085476548486,0.9358625703511647,0.0,1.6783156164748951,0.0,3.046470242956866,0.0,0.01247961925413652,1.0336685854736338,47.853088429213855,1.044552974897629,15.137372246696058,0.9785590213723737,0.0,1.8222680672207003,2.0515690305566707,0.0,0.3429648330694573,1.067971339169197,4.091300186538706,1.0190379947815955,0.0,1.0500447711404668,3
4.960572248001772,59.549389051605786,43.69140192021056,0.0,51.60831044571537,65.73818247347995,1.028229252141685,91.858720361184,0.0,6.659409324757983,0.0,0.057696776037089004,1.954056334280093,59.00543707222278,0.03827732308406941,0.0509642606822438,96.91059575687989,0.0,3.8404558759241256,2.021707552146695,1.7098309902320616,7.709983982002429,1.9390898395113045,1.0323690642849421,0.0,0.0,0.07319420284521018,1.063317258806061,0.013176129798499588,0.9959209489544754,1
5.0098508336062055,92.63056100652666,6.857500446517834,0.0,100.67427140810953,95.11972773053023,0.0,94.98917037587759,1.107826684649768,0.0,97.92134493318218,0.0,0.9204207851343265,91.26512381894,0.0,0.9982068787821793,84.9712808689416,1.0132541816789395,0.0,0.9805909597980098,91.89160401941508,2.701492863873385,2.0143346994482294,0.05821415001095465,0.0,0.03879561755563665,3.0193448137373546,0.06541836558821154,0.929120428835228,1.0071192828567272,3
4.182962514539924,92.10287755187683,11.941296994673227,0.0,78.05837309361522,88.90915386944117,0.0206548934242767,83.2560855660872,1.108831771261717,5.4752222387799145,92.56426288172145,0.03765364179737443,2.9328739151884884,87.5642371831175,0.0063855584024389905,0.020161787781212925,55.05407744885645,0.0,3.8342122407177084,1.0464197764818273,86.29165608857556,14.741959819195289,2.0842847475732826,0.02998809818109614,0.0,0.033936703809698696,1.0289589187899175,1.0483391121143264,0.011922805869297077,0.9970945085692836,3
4.939615873372061,37.924308816133454,52.86086468078016,0.033357812024594605,88.08769592976637,70.46384501517694,0.0,73.4487539005088,1.02209849167747,7.9400208335982265,81.22050551780521,0.03892963409555737,0.009260542524023316,30.935296008496927,0.0,0.0,3.550100840780795,0.023753102965837467,6.2956875619503325,1.8566478528352375,86.317081695738,4.325906273902477,2.0351857469839736,0.0,0.282482872839382,1.0157390128430397,3.216776987650064,0.07082469498503854,0.0,0.07875102457754261,0
3.9584312275081452,74.94774777900847,33.842743474619745,0.0,63.76419133206665,72.83205916898066,0.01633139173366139,69.22004046622654,1.0861337339920079,2.089798951295396,74.11125279206524,0.0,0.9718017182298917,65.55773223880753,0.01960326748720439,0.039200787357298754,26.790324918989793,0.026457140686037307,21.419341129155523,1.0208317264851585,90.18872038041444,4.361713474278306,2.1600663867253465,0.9888442957891272,0.2412395362594484,0.0,0.0,0.9609013670614633,0.030023720209539653,0.9667172817576928,3
2.048225580024672,70.72157754147362,24.511813948060965,0.0,78.41893159840022,82.47366387221201,0.0,93.56167209044507,0.9616182509333296,1.2568368966108112,83.67727351054933,0.9841078984660583,2.1033208428423644,71.55035777875142,1.0309655210853228,1.0204646012010992,66.5852835933152,0.0,5.487493880931605,1.109980322769804,3.129917954367435,8.000211398789734,1.9904796160379923,0.021767421136806603,0.0,1.011304274342217,0.0,1.0152974619654271,0.0,0.006802442124142917,3
3.7328928593012307,71.21015933387415,24.22948625721259,0.02904834313998255,86.91079329940709,76.53019789650891,0.0,100.65679368427553,0.9794387346651634,0.0,55.4549342312832,0.0,1.0473653895256736,82.11396386928608,0.0,0.04097456383229401,86.17927737211106,0.0,0.0,1.965946319243732,0.0,14.062056250551835,2.0333701561699877,0.004942830886061048,0.0,0.0,3.9585728893962786,0.9513142423226372,1.0764517372122366,0.09030810297786762,3
3.8845877534815925,101.23749935979032,24.583478663827307,0.9895699545530976,91.33248664696075,92.53312095826104,0.9674923898289702,98.61819782943967,0.03847050138676577,4.8279235708609525,91.50914223325373,0.9974543855474283,1.9864211484344028,98.74001461536284,0.0,1.0436949968606217,101.84391782801858,0.9832121994416628,7.859133232188694,1.0064129549975094,87.29138923221844,0.8014692372906655,0.0,0.0,0.0,1.0424678827341698,0.6815483053629471,1.0185574391491337,0.01220718170339203,0.04354866993012875,1
6.171425456377806,86.14204369989831,25.260170139935948,0.0,90.39835099410875,86.17182375717846,0.024158929878676613,86.94778424137552,0.9713122367373566,0.0,88.05374842266633,0.00852842647911301,1.9200009498484645,91.3520289440426,0.02183250879449298,0.0,105.68911377040574,1.0314851183186944,6.455043743795004,1.9802856822116777,83.07329602629856,4.383313963918546,1.8335763060957637,0.0,0.9965910311137715,0.0,0.10966739864558397,0.01853226428732136,0.0,1.015538667073223,1
2.0319953511697877,75.18436130547907,25.297851768308174,0.008559009966442517,89.87837069014793,85.65665618119048,0.017155899939131178,87.28571180851215,1.051710136308887,0.0,78.31083608331566,0.99544633298585,2.0969737803501136,75.567588522753,0.003649657244408058,1.0026799701587592,94.91961673335005,0.0,4.367235706594969,0.8645675522784375,0.0,14.329775679552462,1.9727937894187557,0.00864496677241072,0.0,0.04485257271187958,0.0,1.0003546478395562,0.011554908881099845,0.9754656154855,3
5.979345370115676,99.4136488374663,26.503102977999188,0.0005364055158612112,98.1443610906965,96.41287671225808,0.040487252356583674,98.21456170126415,0.0,0.0,88.63531320225958,0.05285066371130299,2.908859376324926,88.67591264327352,0.008378964117392092,0.9890404808716035,98.25080508094457,1.0137038940456458,17.743050358051107,1.0382626733519338,3.3398620265127223,7.55837983765375,2.1121210671266164,0.0,0.72951167494275,0.0,0.9984319105554506,0.9820412407463551,0.010232639999973299,0.98012382255828,3
5.948966474689159,83.83956607700499,26.22422996057694,0.0,63.45549164885101,88.82384039187376,0.015010290907625488,98.2422703812565,0.9461791471324756,0.0,94.43289280179673,0.9791554293697459,1.937008555864738,91.63707252143669,0.009598586885528549,1.059847236890549,102.65475171661909,0.0,5.110042566942064,1.869836337950142,101.46267696605123,8.662178858450188,2.016000438150636,0.0,0.0,0.0,1.1085514736311206,1.0313333011185712,0.0,0.008891019334715259,3
2.055625446200748,82.30270525930227,23.804861941643047,0.999928860202241,78.84591283354075,58.14086026835307,0.9794484109899803,33.89236483881134,1.0096475339162942,1.7534519602609444,55.988358210630246,0.020745347677284327,1.9969245316171784,63.720429080040624,0.0005494857382463245,1.0155365254661388,93.33677750920675,0.020971668984230047,20.81938259717303,1.0529944988509705,46.50821359480374,9.635533362532941,1.8628930001100956,0.0,0.0,0.8778426646433007,0.847643896085453,1.0258363160506314,0.0,0.9899346390929504,0
4.06451769178376,95.40432708527749,23.304597758166274,0.0,65.96518047061046,86.897827858823,0.0,98.47601008114698,0.08923974114863399,0.0,76.30785615700111,0.05354468077719964,2.071526036779694,87.9200530853389,0.0,1.037803654348402,29.36233817565642,0.9882408938861659,8.953961980548126,0.9997689874908825,0.5038381004404189,11.163318196003381,1.9246895708310539,0.0,1.2271910464961133,1.0363720896145936,0.0,0.9517081481806583,0.0,0.0,3
0.0,78.58615378223682,28.859994097025826,0.01921498193195361,73.83035676720766,60.422520838453785,0.009115652006539418,61.628696144402184,0.9150866429426664,86.43901280377796,43.195909309565785,0.0,0.9588143605495507,62.91780845812101,0.0,0.000639686460217967,3.77522535770797,1.1355156012897571,14.339263622111094,1.9595845807672203,37.83224979257021,0.5470196592754011,0.8625355126850727,0.0034187706978863206,1.0874322688650144,1.0585211664119567,2.9712382343152575,0.9918361674133449,0.0,0.043660045096513216,0
4.836278976747238,82.58329124069064,26.687979675054482,0.014123308766272335,82.21196642385908,83.00724484460495,0.024971860751473104,1.6968637476306447,1.0341653311082613,0.0,0.0,0.032384341277264105,3.002242311030434,3.342554530458243,0.0,0.0,86.02365936813734,0.03902766319416278,13.492550921312404,0.04476922900510242,5.920684138952989,9.34285165072761,1.958386383109927,0.0,0.9872916614008495,0.9354082454899977,1.1873321171797075,1.0623165456981623,0.025579480906730886,0.9800304038692359,3
5.844515234596884,80.92370868852312,23.781897767231783,0.0,90.60359800188299,87.56287990254675,1.0944414005423744,0.0,0.009727930054083223,2.222515677151798,0.0,0.0,3.1151153559488653,0.0,0.03688290008468918,1.0540841791931588,40.34717044434589,0.9994781806958788,4.688856385911225,2.0963726461729713,0.0,2.804033936001597,1.9884014359748714,8.33640203767785e-05,0.1993947384899078,1.000479745374275,1.9786879067098726,0.9933132684403367,0.0,1.0290688662095167,3
3.8644128461179865,88.05596480915713,25.633382355590204,0.04962889319141697,75.37794878728718,84.92777349734169,0.0059371964185463595,0.0,1.03527539162712,88.06996058894346,0.0,0.0,3.0337385734708033,88.88072230887853,0.0075386522077759465,0.044083110349406276,101.17060287900526,0.9938192092119296,8.35467787313246,2.0293242012077415,0.9143941980347221,1.2011450056743167,1.8928141958483717,0.0,0.0,0.052264396287312984,1.8899772264595924,1.0903639971645125,0.0,0.05721596806816007,0
6.073886562479454,95.70990258096695,47.39545663074125,0.0019943475875291235,77.62663440384769,85.79000756946607,0.0,1.6115584785761767,1.0139072611934583,83.67350390724184,86.16271149283355,0.047808024588824244,3.0749796261110034,77.96740215543059,0.01313804496670639,0.03642809604022961,82.95505402391797,1.009106781868372,6.160450843584025,1.0821814944607608,0.0,8.235620711834931,0.06146115846161984,0.013047668380028892,0.0,0.04788467650454489,2.1105298793314833,0.9130468371246041,1.0081839242980175,0.0,0
5.995638101614096,84.57891652268842,23.21451404747231,0.03037533706823599,95.0546531652284,83.31038153783199,0.0,81.6859439988583,0.0,87.59610780402004,82.34301003913451,1.0550481151826774,1.954864338607877,87.0501422092549,0.014646989579588411,0.0,99.40847114816903,1.069498241405422,4.040980068732363,2.023642622761273,0.0,6.568406330186983,1.9374067221609996,0.0,0.0,0.9588619041280795,0.13639414040097847,0.9445961409239788,0.0,0.9613581775092702,0
4.126667286007046,56.08760249031168,24.58004580274986,0.0,71.99398060369394,67.30585690276477,0.9685616300786691,55.6387456629723,2.02050635391406,0.16164076383148004,73.29110959601812,0.0,2.052484816417078,0.0,0.05091424776154397,1.0089230440576504,102.70758639990026,0.03374066531796559,7.637682011088063,1.0291581506138954,68.45446101443186,12.102136164262388,0.07413039314301809,0.06193932361055113,4.114155723759174,0.06905915340194,4.147053879622491,0.9956304460908182,0.0,0.9541978507731119,1
1.978424818073265,49.74353100646209,23.84247335055663,0.04538829236302039,76.3367340611606,71.581865942745,0.0,70.94864972590698,0.9511584878915542,0.0,72.7591536011939,0.0160857956595529,0.9675953518424465,6.869924535763631,0.017715886954836047,0.10214848309188168,101.13802241445137,0.032808143218821285,5.795382876307152,1.0998322738122341,84.46699238091685,4.245396734389002,1.7747207208806222,0.0,1.088968682427781,0.021725216082352453,0.9298116090877807,1.0422994310394929,0.0,0.03282620145569729,2
3.9348376274078785,78.56182141674992,25.158500314224604,0.01403868008211021,59.40046318549896,62.43312702317992,0.0,59.969885119101846,1.9670402105152403,0.0,56.62743494455069,0.0,0.04574869538386223,2.8744555809710124,0.03271303284931228,0.0,26.007509288126126,0.0,3.3434235671019303,2.016135378253089,61.262196443682434,3.70094979911441,1.9861664870241504,0.0,0.0,1.0291116913387663,0.05747972297012415,0.9460504796233727,0.0,0.0,1
1.7568302263244084,86.52540208540705,31.124901066248505,0.034390301646823676,98.51894766177814,85.8891750242796,0.0,81.63211497103896,1.004842206081821,6.864455040681702,88.1302530273216,0.0,1.951588400796785,1.9905095133979893,0.0,1.0775454674179021,103.93506929847979,1.0136302851898447,19.094144675584676,0.02469705772236462,82.00810430366349,0.0,2.18575653258487,0.0035419014293415364,0.0,0.0023474651726177885,2.030145491936691,0.9950346869034657,0.0,1.0340255119180257,1
4.2987066873776625,96.19689170897657,35.69233946589428,0.9852495093295885,63.00870969495464,86.32248105311193,1.013809036561294,92.92048755382639,2.001107796618174,0.0,95.41936303470543,0.008467233513243098,3.0616641970323335,92.27958964030674,0.0,0.0,96.71943961229367,0.04010186921273029,0.2747232126662098,1.1999268626828055,0.0,8.359680001972873,2.101596069929958,0.024127599993319055,0.0,0.018702244100222757,0.002590368442088082,0.9832814875343867,0.0008471589351811845,0.03716624306622185,1
3.9729955467131974,96.04922404767815,25.488844047010957,0.0,91.2628624893978,87.01808530646893,0.007099234614935615,88.21990888530182,1.0671712144712262,70.15634912321876,88.1204630372122,1.0125983656749071,3.042936724093713,83.03676673951763,0.012082965658499197,0.0,71.55278019436459,0.9486048104443601,6.030696221622542,0.9905011899306335,0.0,13.63571560692366,1.9629799569931092,0.027353414893639287,0.058577713085368216,1.0373454626515612,0.07125943935563502,0.9569631790627459,0.0,0.06612733609851866,3
1.941718935790374,61.54569559853144,24.55801846145695,0.0,40.92805844981866,51.126840784279864,0.0,58.1625709991781,1.0192769472038188,0.0,38.32212263665495,0.06742507392478911,1.1763735388149774,11.238362444199858,0.0,0.9826378183640743,83.19833612707306,1.0823735871410944,23.337161327750266,0.0,0.0,1.6337000188446091,1.0939450936396082,0.0018083001526890906,1.3922397210854869,0.0,0.0,0.0,0.028842061975202518,0.014510918716158732,0
5.736023873403112,82.5028234995293,49.18329964620198,0.024413095671867835,77.4986901868147,79.20996827013524,0.0,83.65616642079661,0.9973359474428789,6.220172717783321,85.12787145993978,0.0,2.940259251314659,79.19991825878697,0.04892978892010991,0.0,27.032778559927362,0.05073351900130247,6.8153907573492,1.9504544338518157,81.94514414564593,12.237049308427116,1.8391874769199987,0.0,0.0,0.0,1.8789160780663496,1.0013909287516407,1.0131893869339272,0.0,2
2.0824882488155745,93.06477003248982,46.42638206162365,0.0,82.11146577858104,89.30366196622069,0.0,92.67873512093747,1.030338265701929,0.0,90.57307886421995,0.0,1.8763969127874731,87.55579810425914,0.0,0.0,99.72668569289836,0.01205477517111192,6.8511843568201005,2.063754089601877,87.3173687895621,1.3561372382208807,0.025477351455851505,0.025367556259792312,0.0,0.0,1.0871178093247826,0.9549400720111892,0.0,0.0,2
2.3097016433017594,88.6077815659038,48.4456598466698,0.004722805759589582,89.48956003143847,75.38745277996226,0.00040954088669122897,76.31252604881365,0.9893452431626278,48.42979140182744,93.92650553626908,0.051605273272826935,1.1410804666478953,69.20192897877092,0.014029181596936047,0.07243632280187515,41.51774152889675,0.0,21.334951070672695,0.9351171563881533,57.39692914408033,12.713431351326252,2.0185797328773765,0.0,0.0,0.0,0.04298072082965007,0.9611104571913631,1.0426791001352393,0.05915757547973165,2
3.1559529458690747,90.82568483464195,46.85782469924284,0.9850025601393517,80.23242398449139,80.62797621699467,0.9260065189609101,69.28088143727429,1.0299415127511768,0.9050963872874183,0.0,0.0190044716633959,1.978571900522774,83.96906583489013,0.0,0.0,99.6494893000026,0.04968331457954973,14.326870488493784,1.9804756140730577,0.0,8.794471380729386,2.094183759497931,1.0233105575749804,5.639771461456802,0.9622143450762793,1.1246902061224517,1.0907492077379475,0.020184017702987587,0.9955770296153992,1
3.039056922784077,66.87937244009895,55.66943151045437,0.0,63.87621162918558,78.69870618520959,0.043728077576947126,81.99058520504879,0.9949428063922923,0.8753755307503287,89.0109954551186,0.0,1.9629116001523659,0.05308802514532264,0.0,0.9664914486670034,105.15360019372179,0.025849736300946297,18.04820303463238,1.0156019090152761,95.10245174210368,12.350650314793945,2.2397388851508877,0.010538350190614902,5.465341428812199,0.0,3.708938446025048,0.0,0.9728290170260552,1.0065713476545801,2
3.5745065357441983,55.82754528408746,19.82345946772015,0.0046077982812783025,54.12088746146533,52.04967372100247,0.0,39.67657891684289,0.9996178991745196,46.493941322880985,40.641555331194205,0.02900989499879624,1.25617790173541,48.47717476623346,0.028919313489779032,1.0672915610443479,102.69115266432179,1.0368173713370208,4.563974143944072,2.0499213683720052,58.94593814683005,9.162351063016596,1.155479685990357,0.021013276805658936,0.0,0.010677157233361751,4.023164282971872,0.0,0.011425518187956079,0.0,2
3.604116091236252,90.85526908445394,56.68148061595768,0.0,80.20035657377068,87.27879265535253,1.0336921057517068,4.248859009642539,0.9940379219608652,0.0,0.0,0.0,1.9265912553540507,0.0,0.019515990680509823,0.9362814769354559,96.44378525820926,1.0314150728003024,11.589413073379047,0.9952787293037237,9.225976365056216,8.101054650891406,1.9218786171336428,0.0,7.119230564754718,0.0,0.1699230168686879,0.9506393061445372,0.0013021235942622127,0.9644645930757222,1
5.711329496709476,86.12511075437058,23.789878674371085,0.04958282830116331,81.83713121349415,80.84078830299698,0.07125275195369457,68.90851903443155,0.8800132570641518,3.9272126079547047,93.37798117177584,0.02942129062153507,1.943394240221098,78.76405255877368,0.0016193424148742298,1.0733156491894924,91.73341347346823,0.0,4.367144967126836,1.9477093657236344,82.44650362357714,8.849792100335234,1.9312471458248965,0.0,2.4217610203735176,0.9522558229770621,0.24770482906104332,0.9932055642580145,0.0,0.0,2
3.935646732823509,84.7573813419326,47.659045511808245,0.0,71.53291011151572,77.80293563666635,0.0,3.9669837006517,0.9791833402407524,84.09490914924673,0.0,0.0,0.8928029398829193,75.69261953408453,0.008270592695833264,0.0029246159366952264,62.47203573928509,0.9322473485357035,0.0,2.1521383152377243,0.0,1.612234546238939,2.042316444719203,0.0,6.800510668105966,0.039738735050379254,2.017306428548987,0.9426094460056981,1.0032571471206506,0.0,0
6.073429786030805,95.25415518517747,49.1136434933022,0.0,82.07178986995204,88.59997633225828,0.00910652161269616,96.02192167193316,0.9345256065965879,0.0,94.83570449073434,0.0,2.9176698173226843,83.69614032318468,0.023333865506359065,0.057834598007920464,93.74865077446007,1.0181763403421358,9.946234262218104,1.9999650025965168,89.32009712472184,12.644336322137828,0.0,0.0,0.0,0.03097104667143575,4.208659338765787,1.033194443729307,0.0053417932183716975,0.06314235472026784,2
5.823228176242841,97.30709566835769,24.909589157270545,0.020583962243251926,97.26813340218963,95.53054334907746,0.0024714444701249222,0.0,1.9421897843015365,0.0,89.11792307273441,0.0,2.906585834938459,0.0,0.0,0.9862235036089739,107.44897595455939,0.950357798417274,18.11438440854654,2.051828464365153,101.0390965753279,6.328070215357133,0.09327261338061611,0.0,0.0,0.023699582903240167,0.17072609383122347,0.9930824276384339,0.07494914059303642,0.0,2
6.2844847152639325,94.29814198718444,22.2558005890231,0.0,82.69666512386713,86.7629676781167,0.026069501895957324,95.20929679304142,1.003957007259931,4.125596306456794,99.94333025945573,0.07652018752472747,1.108427300681803,68.50339737582702,0.021642783260984604,0.0,98.25338847478373,0.050187384648301595,13.502659476239835,1.046313417478069,0.2704489703160949,15.919687573678967,1.9699343572476833,0.0,0.0,1.0304788339269562,0.05197758040541987,0.9582623873160212,0.0,0.0,3
3.9758464628423376,86.5579223749491,28.004473404316837,0.0658032453517547,89.29541867257065,86.15587758677297,0.0,102.02905209426703,0.04561053442993417,6.673821459748557,87.1244484739299,0.0032492342570119665,2.0427552575161037,1.875390873432802,0.0,0.9993452799388373,97.87225197780464,0.9832392932647513,17.201689741464836,1.0302487878128508,87.42141068012852,10.598033940116217,1.9846883855351054,0.0,0.9799507138150497,0.024084492427249644,0.16006033428497896,0.984456698547272,0.0739781170141106,1.0284587220497001,2
2.874154899443189,68.76851271332995,28.261164746728568,0.01085215912474622,81.07263438912685,60.683604684951334,1.0132856997136233,52.320980178129545,1.0022730055184832,0.0,47.807656910045054,0.0,0.9940433062230153,2.4454317321219037,0.0,0.9811853001615901,24.15767021544996,0.0,4.0112710178376,2.001283806226115,0.0,2.168307052003689,1.915951285885665,0.0,0.0,0.0,3.8665532660431605,1.0405615507200845,0.05403455221220084,1.0061885026464275,1
2.230176897573975,95.45244794969072,26.428325971127965,1.0242768433370208,83.96222761901807,88.15694009770978,0.9932245880476797,81.19338758501165,0.0,0.0,76.65031420118096,0.02229424341916688,3.098828877256245,92.08954444456155,0.0,0.0,48.526873388195455,0.0,8.757232882474058,2.020274790167358,92.13177247006729,10.125480178327445,0.0,0.0,1.298825384557764,0.005590133905418655,3.0656036095199575,1.0152429938532093,0.032216782535597475,0.9640836387973893,1
4.203618254203555,92.85827860125329,26.603150408645526,0.0,45.184048886455955,65.23520721015876,0.04698908068420021,80.10409771667868,0.9782620491295182,6.547515284901199,24.843834840196788,0.04823380137831494,1.1666078263220117,67.28298515225254,0.01999815441141689,1.0295043465944758,100.42504419519697,0.0,4.510941841734331,2.0179871617837515,83.57558797272414,2.0410918993814895,2.0736946217407555,0.0,0.21469505385067586,1.0328334431494717,0.14322483519998339,0.030239174301206276,0.0,1.0459967742776228,3
5.1924755788132995,33.37132587296306,26.50098924471801,0.0,76.12602145166677,53.89807615934534,0.00872320438095629,75.20288768544974,0.9694772425688675,1.9744704405377773,0.0,0.0,2.975637867919073,28.74820647662708,0.01853273951538536,0.0,31.9812821515318,0.07638396257450568,4.9570249221489675,2.0691450479073588,0.0,14.671443816479504,1.9744848654329594,0.0,0.0,0.03601359511442546,0.09286090856255255,1.034347109793306,0.0,0.0,1
3.1684246725172804,84.20097127115613,24.841894116832815,0.002060822274137194,70.14729943255786,77.44480586056665,0.02109507831365721,78.26090538162426,0.9527108203675612,0.0,0.0,0.0,3.1105174895797965,67.01701929584414,0.0,1.05886371827652,100.42968940639,0.0,4.363354879862825,1.0620028941400943,5.4699953668369865,2.573983964641687,0.9442060756937178,0.0,0.0,1.0721278813692132,0.912236231835157,1.0068780697609472,0.0046361757010119796,1.004319780793464,3
2.2330939275020816,76.99513456804057,8.247038309199699,0.0,93.42956951339019,80.90201978254362,0.0,83.99622395467814,1.039345111898988,0.0,69.35122554789935,0.0,2.1166923593610876,91.67552773657376,0.0,0.0010704126081434908,78.9823172278692,0.04508889970679355,0.0,0.970682058269144,89.66025331204861,13.047456388455444,2.1601570983480913,0.023596916433028463,0.0,0.0,0.9498699799461947,0.9454112707508981,0.9497766283318851,0.0,2
